tourney_id,tourney_name,tourney_date,surface,winner,country_winner,loser,country_loser,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points,aces
2018-0429,Stockholm,20181015,Hard,"Sandgren, Tennys",USA,"Otte, Oscar",GER,7-6(4) 3-6 6-3,3,R16,132.0,10.0,1.0,94.0,42.0,39.0,23.0,15.0,4.0,6.0,13.0,4.0,96.0,60.0,43.0,18.0,15.0,5.0,7.0,62.0,838.0,193.0,281.0,5.0
2018-520,Roland Garros,20180528,Clay,"Berrettini, Matteo",ITA,"Gulbis, Ernests",LAT,6-2 3-6 6-4 6-3,5,R64,165.0,7.0,2.0,112.0,69.0,45.0,31.0,18.0,2.0,4.0,8.0,15.0,118.0,58.0,41.0,28.0,18.0,7.0,12.0,96.0,639.0,160.0,342.0,3.0
2018-0429,Stockholm,20181015,Hard,"Tsitsipas, Stefanos",GRE,"Gulbis, Ernests",LAT,6-4 6-4,3,F,81.0,7.0,1.0,51.0,29.0,24.0,17.0,10.0,1.0,1.0,8.0,2.0,54.0,26.0,22.0,12.0,10.0,0.0,2.0,16.0,2007.0,145.0,404.0,5.0
2018-0328,Basel,20181022,Hard,"Simon, Gilles",FRA,"Gulbis, Ernests",LAT,7-6(4) 7-6(0),3,R16,136.0,4.0,4.0,76.0,38.0,31.0,23.0,12.0,2.0,3.0,9.0,4.0,106.0,54.0,35.0,27.0,12.0,12.0,13.0,32.0,1290.0,104.0,566.0,2.0
2018-7434,Sofia,20180205,Hard,"Troicki, Viktor",SRB,"Gulbis, Ernests",LAT,6-3 6-7(2) 6-3,3,R32,114.0,2.0,2.0,89.0,58.0,47.0,19.0,16.0,0.0,0.0,9.0,9.0,89.0,49.0,41.0,20.0,14.0,6.0,8.0,67.0,755.0,199.0,266.0,1.0
2018-0495,Dubai,20180226,Hard,"Pouille, Lucas",FRA,"Gulbis, Ernests",LAT,6-4 6-4,3,R32,79.0,7.0,3.0,78.0,47.0,35.0,14.0,10.0,8.0,9.0,4.0,5.0,53.0,27.0,20.0,12.0,10.0,0.0,3.0,15.0,2335.0,195.0,276.0,5.0
2018-540,Wimbledon,20180702,Grass,"Nishikori, Kei",JPN,"Gulbis, Ernests",LAT,4-6 7-6(5) 7-6(10) 6-1,5,R16,208.0,7.0,7.0,147.0,96.0,76.0,27.0,23.0,7.0,8.0,18.0,4.0,132.0,79.0,60.0,31.0,20.0,6.0,8.0,28.0,1530.0,138.0,402.0,2.0
2018-0314,Gstaad,20180723,Clay,"Berrettini, Matteo",ITA,"Zopp, Jurgen",EST,6-4 7-6(6),3,SF,79.0,9.0,1.0,63.0,45.0,39.0,12.0,11.0,2.0,2.0,5.0,0.0,63.0,43.0,35.0,11.0,11.0,0.0,1.0,84.0,687.0,107.0,529.0,7.0
2018-7648,Budapest,20180423,Clay,"Struff, Jan Lennard",GER,"Zopp, Jurgen",EST,2-6 6-4 7-5,3,R32,104.0,10.0,2.0,86.0,53.0,38.0,20.0,15.0,3.0,5.0,9.0,0.0,83.0,61.0,42.0,13.0,15.0,3.0,5.0,61.0,830.0,133.0,415.0,6.0
2018-520,Roland Garros,20180528,Clay,"Marterer, Maximilian",GER,"Zopp, Jurgen",EST,6-2 6-1 6-4,5,R32,99.0,4.0,2.0,72.0,39.0,32.0,22.0,13.0,0.0,0.0,1.0,0.0,72.0,48.0,26.0,13.0,12.0,2.0,7.0,70.0,831.0,136.0,418.0,2.0
2018-0319,Kitzbuhel,20180730,Clay,"Marterer, Maximilian",GER,"Zopp, Jurgen",EST,6-4 3-6 6-3,3,R32,120.0,11.0,4.0,85.0,47.0,33.0,26.0,14.0,6.0,7.0,6.0,6.0,100.0,49.0,37.0,24.0,14.0,12.0,14.0,47.0,997.0,96.0,596.0,6.0
2018-M-DC-2018-G2-EPA-M-EST-LTU-01,Davis Cup G2 R1: EST vs LTU,20180203,Hard,"Grigelis, Laurynas",LTU,"Zopp, Jurgen",EST,7-5 6-2,3,RR,58.0,12.0,1.0,54.0,36.0,29.0,13.0,10.0,0.0,0.0,6.0,4.0,54.0,32.0,24.0,9.0,10.0,0.0,3.0,279.0,179.0,171.0,315.0,12.0
2018-0341,Metz,20180917,Hard,"Lestienne, Constant",FRA,"Zopp, Jurgen",EST,6-3 7-5,3,R32,72.0,5.0,2.0,61.0,44.0,34.0,9.0,11.0,0.0,1.0,4.0,4.0,66.0,44.0,34.0,4.0,10.0,5.0,8.0,167.0,338.0,122.0,452.0,4.0
2018-0429,Stockholm,20181015,Hard,"Otte, Oscar",GER,"Zopp, Jurgen",EST,6-3 7-5,3,R32,71.0,10.0,2.0,60.0,36.0,31.0,14.0,11.0,0.0,0.0,5.0,3.0,63.0,36.0,29.0,12.0,10.0,2.0,4.0,193.0,281.0,133.0,437.0,8.0
2018-520,Roland Garros,20180528,Clay,"Monfils, Gael",FRA,"Benchetrit, Elliot",FRA,3-6 6-1 6-2 6-1,5,R128,130.0,1.0,7.0,94.0,49.0,37.0,24.0,16.0,8.0,11.0,1.0,5.0,108.0,54.0,30.0,21.0,15.0,7.0,16.0,37.0,1220.0,306.0,166.0,0.0
2018-560,Us Open,20180827,Hard,"Monfils, Gael",FRA,"Bagnis, Facundo",ARG,7-6(4) 3-6 6-0 6-0,5,R128,128.0,12.0,6.0,113.0,75.0,55.0,20.0,18.0,4.0,7.0,6.0,4.0,93.0,57.0,36.0,15.0,16.0,1.0,8.0,39.0,1115.0,149.0,386.0,6.0
2018-7161,Quito,20180205,Clay,"Jarry, Nicolas",CHI,"Bagnis, Facundo",ARG,6-7(4) 6-2 7-6(5),3,R32,130.0,10.0,11.0,115.0,71.0,57.0,23.0,16.0,5.0,5.0,3.0,4.0,96.0,65.0,47.0,21.0,16.0,4.0,6.0,95.0,557.0,195.0,275.0,5.0
2018-0314,Gstaad,20180723,Clay,"Zopp, Jurgen",EST,"Bagnis, Facundo",ARG,3-6 6-4 6-3,3,QF,115.0,6.0,0.0,89.0,53.0,38.0,24.0,14.0,9.0,10.0,5.0,3.0,75.0,45.0,34.0,19.0,14.0,3.0,5.0,107.0,529.0,177.0,324.0,3.0
2018-0506,Buenos Aires,20180212,Clay,"Lajovic, Dusan",SRB,"Bagnis, Facundo",ARG,7-6(4) 6-1,3,R32,84.0,4.0,2.0,72.0,50.0,34.0,14.0,10.0,5.0,6.0,1.0,3.0,64.0,43.0,26.0,11.0,9.0,4.0,7.0,88.0,652.0,190.0,287.0,3.0
2018-580,Australian Open,20180115,Hard,"Struff, Jan Lennard",GER,"Kwon, Soon Woo",KOR,6-1 6-2 6-4,5,R128,77.0,19.0,3.0,70.0,39.0,34.0,18.0,13.0,2.0,3.0,9.0,8.0,71.0,29.0,17.0,20.0,12.0,2.0,8.0,55.0,870.0,174.0,301.0,15.0
2018-M-DC-2018-G1-AO-M-KOR-PAK-01,Davis Cup G1 R1: KOR vs PAK,20180202,Grass,"Qureshi, Aisam Ul Haq",PAK,"Kwon, Soon Woo",KOR,6-3 1-6 7-6(6),3,RR,104.0,20.0,4.0,78.0,52.0,43.0,12.0,14.0,4.0,7.0,6.0,1.0,81.0,49.0,35.0,22.0,14.0,0.0,2.0,,,178.0,301.0,12.0
2018-7648,Budapest,20180423,Clay,"Struff, Jan Lennard",GER,"Bublik, Alexander",RUS,6-1 6-4,3,R16,59.0,6.0,2.0,60.0,34.0,27.0,9.0,9.0,4.0,6.0,2.0,6.0,48.0,36.0,18.0,2.0,8.0,1.0,6.0,61.0,830.0,143.0,390.0,6.0
2018-M014,Moscow,20181015,Hard,"Herbert, Pierre Hugues",FRA,"Bublik, Alexander",RUS,6-3 6-4,3,R32,70.0,5.0,2.0,58.0,40.0,29.0,14.0,10.0,1.0,1.0,1.0,4.0,61.0,32.0,20.0,17.0,9.0,3.0,5.0,51.0,948.0,219.0,254.0,4.0
2018-0499,Delray Beach,20180219,Hard,"Skugor, Franco",CRO,"Bublik, Alexander",RUS,6-2 7-5,3,R32,87.0,4.0,2.0,68.0,38.0,26.0,15.0,10.0,2.0,4.0,2.0,6.0,60.0,36.0,24.0,7.0,10.0,3.0,8.0,303.0,161.0,131.0,446.0,3.0
2018-M004,Acapulco,20180226,Hard,"Kokkinakis, Thanasi",AUS,"Bublik, Alexander",RUS,6-4 6-3,3,R32,68.0,7.0,0.0,45.0,23.0,19.0,15.0,9.0,2.0,3.0,4.0,4.0,56.0,31.0,23.0,11.0,10.0,2.0,6.0,199.0,274.0,142.0,378.0,6.0
2018-0308,Munich,20180430,Clay,"Struff, Jan Lennard",GER,"Masur, Daniel",GER,7-6(1) 6-4,3,R32,87.0,5.0,5.0,78.0,44.0,31.0,19.0,11.0,5.0,7.0,6.0,3.0,81.0,59.0,40.0,7.0,11.0,6.0,9.0,62.0,855.0,401.0,101.0,3.0
2018-0414,Hamburg,20180723,Clay,"Schwartzman, Diego Sebastian",ARG,"Masur, Daniel",GER,6-2 6-2,3,R16,80.0,2.0,4.0,57.0,33.0,26.0,13.0,8.0,6.0,6.0,3.0,2.0,69.0,50.0,29.0,6.0,8.0,7.0,11.0,12.0,2470.0,349.0,127.0,2.0
2018-7485,Antwerp,20181015,Hard,"Struff, Jan Lennard",GER,"Lestienne, Constant",FRA,6-2 6-3,3,R32,58.0,13.0,0.0,43.0,30.0,26.0,4.0,8.0,0.0,1.0,2.0,1.0,63.0,40.0,25.0,7.0,9.0,4.0,9.0,58.0,910.0,154.0,375.0,13.0
2018-0341,Metz,20180917,Hard,"Gasquet, Richard",FRA,"Lestienne, Constant",FRA,6-4 6-2,3,R16,79.0,8.0,4.0,64.0,36.0,29.0,11.0,9.0,6.0,7.0,2.0,3.0,55.0,22.0,13.0,18.0,9.0,7.0,11.0,25.0,1580.0,167.0,338.0,6.0
2018-0451,Doha,20180101,Hard,"Gasquet, Richard",FRA,"Estrella, Victor",DOM,6-0 6-2,3,R32,51.0,7.0,0.0,37.0,22.0,19.0,10.0,7.0,0.0,0.0,1.0,0.0,38.0,27.0,9.0,5.0,7.0,3.0,8.0,31.0,1375.0,83.0,648.0,8.0
2018-0315,Newport,20180716,Grass,"Ramanathan, Ramkumar",IND,"Estrella, Victor",DOM,6-4 6-1,3,R32,52.0,5.0,4.0,58.0,35.0,29.0,12.0,9.0,2.0,2.0,3.0,1.0,44.0,31.0,19.0,7.0,8.0,3.0,6.0,161.0,349.0,198.0,291.0,6.0
2018-M007,Miami Masters,20180319,Hard,"Johnson, Steve",USA,"Estrella, Victor",DOM,6-3 6-3,3,R128,80.0,6.0,3.0,55.0,30.0,24.0,14.0,9.0,3.0,4.0,4.0,6.0,65.0,39.0,24.0,12.0,9.0,6.0,10.0,54.0,940.0,152.0,367.0,4.0
2018-M006,Indian Wells Masters,20180305,Hard,"Mayer, Leonardo",ARG,"Estrella, Victor",DOM,4-6 6-4 6-1,3,R128,116.0,7.0,6.0,81.0,41.0,32.0,21.0,14.0,4.0,7.0,2.0,2.0,82.0,52.0,33.0,13.0,13.0,3.0,8.0,47.0,1044.0,153.0,357.0,4.0
2018-580,Australian Open,20180115,Hard,"Nadal, Rafael",ESP,"Estrella, Victor",DOM,6-1 6-1 6-1,5,R128,94.0,2.0,1.0,66.0,48.0,37.0,12.0,11.0,5.0,6.0,1.0,1.0,61.0,40.0,19.0,5.0,10.0,4.0,12.0,1.0,10600.0,79.0,677.0,1.0
2018-0424,New York,20180212,Hard,"Donskoy, Evgeny",RUS,"Estrella, Victor",DOM,7-5 6-1,3,R32,82.0,5.0,3.0,54.0,33.0,27.0,15.0,10.0,0.0,0.0,3.0,5.0,66.0,47.0,30.0,7.0,9.0,4.0,7.0,72.0,739.0,139.0,412.0,4.0
2018-6932,Rio De Janeiro,20180219,Clay,"Kicker, Nicolas",ARG,"Estrella, Victor",DOM,6-3 6-3,3,R32,80.0,1.0,2.0,46.0,28.0,23.0,10.0,9.0,0.0,1.0,2.0,1.0,60.0,33.0,19.0,12.0,9.0,1.0,5.0,86.0,660.0,138.0,412.0,1.0
2018-0533,Sao Paulo,20180226,Clay,"Kicker, Nicolas",ARG,"Estrella, Victor",DOM,7-6(5) 6-3,3,R32,111.0,2.0,4.0,85.0,41.0,30.0,22.0,11.0,4.0,6.0,2.0,2.0,71.0,44.0,30.0,11.0,10.0,4.0,7.0,96.0,595.0,149.0,357.0,1.0
2018-7161,Quito,20180205,Clay,"Melzer, Gerald",AUT,"Estrella, Victor",DOM,4-6 6-1 6-4,3,R16,121.0,10.0,5.0,81.0,42.0,34.0,24.0,14.0,3.0,4.0,5.0,2.0,89.0,54.0,39.0,16.0,13.0,7.0,10.0,98.0,545.0,86.0,642.0,5.0
2018-M010,S-Hertogenbosch,20180611,Grass,"Gasquet, Richard",FRA,"Tsitsipas, Stefanos",GRE,7-6(2) 7-6(4),3,QF,131.0,7.0,1.0,85.0,52.0,41.0,20.0,12.0,4.0,4.0,9.0,6.0,95.0,55.0,41.0,19.0,12.0,5.0,5.0,30.0,1395.0,37.0,1222.0,3.0
2018-0451,Doha,20180101,Hard,"Thiem, Dominic",AUT,"Tsitsipas, Stefanos",GRE,7-5 6-4,3,QF,100.0,7.0,4.0,70.0,45.0,33.0,13.0,11.0,6.0,7.0,4.0,3.0,76.0,49.0,32.0,11.0,11.0,2.0,5.0,5.0,4015.0,91.0,606.0,4.0
2018-M006,Indian Wells Masters,20180305,Hard,"Thiem, Dominic",AUT,"Tsitsipas, Stefanos",GRE,6-2 3-6 6-3,3,R64,111.0,10.0,2.0,64.0,38.0,31.0,17.0,13.0,1.0,3.0,4.0,5.0,94.0,50.0,32.0,21.0,13.0,7.0,11.0,6.0,3810.0,71.0,756.0,5.0
2018-520,Roland Garros,20180528,Clay,"Thiem, Dominic",AUT,"Tsitsipas, Stefanos",GRE,6-2 2-6 6-4 6-4,5,R64,160.0,5.0,7.0,103.0,63.0,48.0,23.0,18.0,5.0,8.0,6.0,3.0,128.0,75.0,48.0,25.0,18.0,8.0,13.0,8.0,3355.0,39.0,1212.0,2.0
2018-6967,Shenzhen,20180924,Hard,"Herbert, Pierre Hugues",FRA,"Tsitsipas, Stefanos",GRE,6-3 7-6(4),3,R16,100.0,4.0,1.0,68.0,34.0,27.0,19.0,11.0,1.0,2.0,2.0,5.0,69.0,37.0,27.0,14.0,10.0,4.0,6.0,67.0,799.0,15.0,1962.0,2.0
2018-5014,Shanghai Masters,20181008,Hard,"Anderson, Kevin",RSA,"Tsitsipas, Stefanos",GRE,6-4 7-6(1),3,R16,100.0,10.0,2.0,62.0,45.0,37.0,8.0,11.0,2.0,3.0,5.0,1.0,74.0,44.0,32.0,15.0,11.0,2.0,4.0,8.0,3640.0,15.0,1987.0,6.0
2018-580,Australian Open,20180115,Hard,"Shapovalov, Denis",CAN,"Tsitsipas, Stefanos",GRE,6-1 6-3 7-6(5),5,R128,116.0,9.0,6.0,81.0,46.0,38.0,24.0,14.0,1.0,2.0,6.0,6.0,91.0,46.0,30.0,23.0,14.0,3.0,8.0,50.0,986.0,82.0,655.0,5.0
2018-7290,Estoril,20180430,Clay,"Sousa, Joao",POR,"Tsitsipas, Stefanos",GRE,6-4 1-6 7-6(4),3,SF,127.0,1.0,1.0,80.0,61.0,48.0,7.0,14.0,2.0,4.0,4.0,5.0,96.0,46.0,34.0,29.0,15.0,2.0,3.0,68.0,805.0,44.0,1106.0,0.0
2018-0301,Auckland,20180108,Hard,"Lacko, Lukas",SVK,"Tsitsipas, Stefanos",GRE,6-3 6-7(5) 6-3,3,R32,108.0,12.0,3.0,100.0,59.0,50.0,18.0,16.0,2.0,3.0,12.0,1.0,82.0,52.0,40.0,14.0,14.0,0.0,3.0,90.0,605.0,80.0,655.0,7.0
2018-M009,Rome Masters,20180514,Clay,"Del Potro, Juan Martin",ARG,"Tsitsipas, Stefanos",GRE,7-5 6-3,3,R32,102.0,4.0,1.0,57.0,39.0,32.0,10.0,11.0,1.0,2.0,4.0,4.0,83.0,40.0,25.0,20.0,10.0,5.0,8.0,6.0,4540.0,43.0,1162.0,2.0
2018-0352,Paris Masters,20181029,Hard,"Dzumhur, Damir",BIH,"Tsitsipas, Stefanos",GRE,6-3 6-3,3,R32,71.0,1.0,1.0,52.0,35.0,24.0,11.0,9.0,0.0,2.0,2.0,3.0,56.0,26.0,14.0,15.0,9.0,3.0,8.0,52.0,940.0,16.0,2175.0,1.0
2018-0341,Metz,20180917,Hard,"Berankis, Ricardas",LTU,"Tsitsipas, Stefanos",GRE,6-7(5) 7-6(6) 6-3,3,R16,156.0,8.0,3.0,113.0,72.0,57.0,24.0,16.0,6.0,7.0,17.0,3.0,130.0,76.0,57.0,23.0,17.0,10.0,13.0,103.0,540.0,15.0,1962.0,3.0
2018-M007,Miami Masters,20180319,Hard,"Medvedev, Daniil",RUS,"Tsitsipas, Stefanos",GRE,2-6 6-4 6-2,3,R128,112.0,6.0,5.0,77.0,39.0,26.0,21.0,13.0,4.0,7.0,6.0,2.0,80.0,47.0,35.0,13.0,13.0,8.0,12.0,52.0,959.0,70.0,769.0,3.0
2018-560,Us Open,20180827,Hard,"Medvedev, Daniil",RUS,"Tsitsipas, Stefanos",GRE,6-4 6-3 4-6 6-3,5,R64,168.0,8.0,2.0,94.0,53.0,45.0,25.0,19.0,5.0,8.0,4.0,6.0,112.0,55.0,40.0,27.0,19.0,6.0,12.0,36.0,1182.0,15.0,2042.0,3.0
2018-0328,Basel,20181022,Hard,"Medvedev, Daniil",RUS,"Tsitsipas, Stefanos",GRE,6-4 3-6 6-3,3,QF,110.0,6.0,4.0,77.0,41.0,35.0,20.0,14.0,3.0,4.0,3.0,1.0,86.0,49.0,34.0,23.0,14.0,3.0,5.0,20.0,1842.0,16.0,2155.0,3.0
2018-0425,Barcelona,20180423,Clay,"Nadal, Rafael",ESP,"Tsitsipas, Stefanos",GRE,6-2 6-1,3,F,78.0,0.0,3.0,49.0,35.0,27.0,6.0,7.0,3.0,3.0,3.0,1.0,41.0,25.0,15.0,3.0,8.0,5.0,10.0,1.0,8770.0,63.0,822.0,0.0
2018-0421,Canada Masters,20180806,Hard,"Nadal, Rafael",ESP,"Tsitsipas, Stefanos",GRE,6-2 7-6(4),3,F,101.0,4.0,2.0,57.0,32.0,30.0,15.0,10.0,2.0,3.0,3.0,0.0,62.0,35.0,25.0,14.0,10.0,3.0,6.0,1.0,9310.0,27.0,1534.0,2.0
2018-0495,Dubai,20180226,Hard,"Jaziri, Malek",TUN,"Tsitsipas, Stefanos",GRE,6-4 3-6 6-3,3,QF,123.0,6.0,2.0,77.0,45.0,33.0,23.0,14.0,1.0,2.0,8.0,3.0,78.0,39.0,29.0,28.0,14.0,1.0,3.0,117.0,481.0,82.0,678.0,3.0
2018-0500,Halle,20180618,Grass,"Kudla, Denis",USA,"Tsitsipas, Stefanos",GRE,6-3 6-4,3,R16,84.0,5.0,3.0,66.0,34.0,27.0,20.0,10.0,4.0,4.0,4.0,3.0,62.0,34.0,24.0,13.0,9.0,1.0,3.0,109.0,507.0,35.0,1238.0,4.0
2018-M035,Washington,20180730,Hard,"Zverev, Alexander",GER,"Tsitsipas, Stefanos",GRE,6-2 6-4,3,SF,88.0,5.0,5.0,51.0,32.0,27.0,11.0,9.0,0.0,0.0,2.0,4.0,75.0,42.0,27.0,14.0,9.0,4.0,7.0,3.0,5665.0,32.0,1399.0,3.0
2018-0410,Monte Carlo Masters,20180416,Clay,"Goffin, David",BEL,"Tsitsipas, Stefanos",GRE,7-6(4) 7-5,3,R32,122.0,6.0,0.0,72.0,49.0,35.0,13.0,12.0,1.0,4.0,7.0,2.0,107.0,60.0,34.0,26.0,12.0,11.0,15.0,10.0,3110.0,71.0,767.0,3.0
2018-M024,Cincinnati Masters,20180813,Hard,"Goffin, David",BEL,"Tsitsipas, Stefanos",GRE,7-5 6-3,3,R64,86.0,6.0,0.0,63.0,37.0,27.0,16.0,10.0,7.0,8.0,5.0,5.0,62.0,36.0,25.0,12.0,11.0,1.0,5.0,11.0,3085.0,15.0,2089.0,4.0
2018-M021,Madrid Masters,20180507,Clay,"Donskoy, Evgeny",RUS,"Tsitsipas, Stefanos",GRE,5-7 6-4 7-6(3),3,R64,161.0,4.0,1.0,134.0,89.0,64.0,24.0,17.0,19.0,20.0,12.0,5.0,110.0,63.0,50.0,27.0,17.0,9.0,10.0,90.0,673.0,40.0,1179.0,1.0
2018-540,Wimbledon,20180702,Grass,"Isner, John",USA,"Tsitsipas, Stefanos",GRE,6-4 7-6(8) 7-6(4),5,R16,126.0,22.0,2.0,100.0,77.0,68.0,14.0,18.0,1.0,1.0,18.0,5.0,109.0,65.0,52.0,27.0,18.0,2.0,3.0,10.0,3045.0,35.0,1254.0,10.0
2018-0496,Marseille,20180219,Hard,"Mahut, Nicolas",FRA,"Tsitsipas, Stefanos",GRE,7-5 7-6(4),3,R32,86.0,10.0,1.0,64.0,42.0,39.0,14.0,12.0,0.0,0.0,10.0,1.0,72.0,42.0,34.0,16.0,12.0,1.0,2.0,100.0,551.0,80.0,678.0,7.0
2018-0375,Montpellier,20180205,Hard,"Chardy, Jeremy",FRA,"Tsitsipas, Stefanos",GRE,4-6 7-5 7-5,3,R32,133.0,7.0,4.0,99.0,64.0,49.0,19.0,17.0,4.0,6.0,16.0,1.0,98.0,54.0,43.0,22.0,17.0,3.0,6.0,91.0,605.0,78.0,678.0,3.0
2018-0329,Tokyo,20181001,Hard,"Nishikori, Kei",JPN,"Tsitsipas, Stefanos",GRE,6-3 6-3,3,QF,82.0,6.0,0.0,49.0,33.0,28.0,8.0,9.0,0.0,1.0,4.0,5.0,61.0,35.0,22.0,10.0,9.0,7.0,11.0,12.0,2520.0,15.0,1962.0,4.0
2018-M010,S-Hertogenbosch,20180611,Grass,"Gasquet, Richard",FRA,"Tomic, Bernard",AUS,6-4 6-7(6) 6-2,3,SF,108.0,13.0,1.0,83.0,64.0,53.0,8.0,15.0,0.0,2.0,13.0,0.0,87.0,57.0,37.0,16.0,15.0,2.0,7.0,30.0,1395.0,181.0,316.0,7.0
2018-7163,Istanbul,20180430,Clay,"Troicki, Viktor",SRB,"Tomic, Bernard",AUS,3-6 6-0 7-5,3,R32,109.0,13.0,3.0,69.0,46.0,34.0,13.0,13.0,0.0,2.0,9.0,2.0,106.0,68.0,37.0,20.0,14.0,10.0,15.0,71.0,755.0,210.0,281.0,7.0
2018-0315,Newport,20180716,Grass,"Sela, Dudi",ISR,"Tomic, Bernard",AUS,6-3 1-6 6-2,3,R32,65.0,5.0,5.0,61.0,34.0,29.0,14.0,12.0,1.0,3.0,5.0,4.0,63.0,35.0,24.0,14.0,12.0,2.0,5.0,156.0,357.0,155.0,359.0,5.0
2018-540,Wimbledon,20180702,Grass,"Nishikori, Kei",JPN,"Tomic, Bernard",AUS,2-6 6-3 7-6(7) 7-5,5,R64,163.0,24.0,4.0,131.0,84.0,64.0,27.0,21.0,4.0,7.0,16.0,4.0,147.0,95.0,71.0,22.0,21.0,8.0,11.0,28.0,1530.0,184.0,308.0,9.0
2018-520,Roland Garros,20180528,Clay,"Trungelliti, Marco",ARG,"Tomic, Bernard",AUS,6-4 5-7 6-4 6-4,5,R128,174.0,16.0,5.0,131.0,70.0,51.0,35.0,21.0,9.0,12.0,12.0,1.0,141.0,87.0,60.0,25.0,21.0,13.0,18.0,190.0,313.0,206.0,291.0,6.0
2018-7480,Cabo San Lucas,20180730,Hard,"Gerasimov, Egor",BLR,"Tomic, Bernard",AUS,6-4 6-3,3,R32,69.0,9.0,4.0,72.0,43.0,31.0,18.0,10.0,4.0,4.0,3.0,0.0,52.0,30.0,22.0,10.0,9.0,3.0,5.0,301.0,165.0,153.0,371.0,8.0
2018-0341,Metz,20180917,Hard,"Humbert, Ugo",FRA,"Tomic, Bernard",AUS,6-7(5) 6-3 6-4,3,R32,121.0,17.0,1.0,103.0,64.0,50.0,23.0,16.0,1.0,1.0,8.0,2.0,86.0,66.0,48.0,11.0,15.0,0.0,2.0,108.0,491.0,129.0,441.0,8.0
2018-0316,Bastad,20180716,Clay,"Gasquet, Richard",FRA,"Laaksonen, Henri",SUI,6-2 6-3,3,SF,72.0,5.0,5.0,59.0,40.0,32.0,7.0,9.0,2.0,3.0,3.0,4.0,54.0,35.0,20.0,6.0,8.0,5.0,9.0,29.0,1465.0,148.0,382.0,4.0
2018-0414,Hamburg,20180723,Clay,"Bedene, Aljaz",SLO,"Laaksonen, Henri",SUI,6-3 1-6 6-4,3,R32,118.0,6.0,2.0,74.0,36.0,30.0,15.0,13.0,3.0,7.0,4.0,6.0,103.0,63.0,39.0,20.0,13.0,11.0,15.0,80.0,725.0,135.0,433.0,3.0
2018-M-DC-2018-WG-M-KAZ-SUI-01,Davis Cup WG R1: KAZ vs SUI,20180202,Hard,"Popko, Dmitry",KAZ,"Laaksonen, Henri",SUI,6-2 7-6(7) 3-6 7-5,5,RR,180.0,7.0,1.0,133.0,95.0,63.0,24.0,21.0,10.0,14.0,13.0,9.0,119.0,74.0,57.0,19.0,20.0,2.0,7.0,231.0,227.0,123.0,474.0,2.0
2018-0717,Houston,20180409,Clay,"Isner, John",USA,"Laaksonen, Henri",SUI,6-4 6-2,3,R16,65.0,13.0,0.0,45.0,30.0,28.0,9.0,9.0,0.0,0.0,5.0,4.0,63.0,35.0,22.0,14.0,9.0,7.0,10.0,9.0,3125.0,143.0,396.0,12.0
2018-0328,Basel,20181022,Hard,"Fritz, Taylor Harry",USA,"Laaksonen, Henri",SUI,6-2 7-5,3,R16,76.0,5.0,3.0,58.0,35.0,26.0,13.0,10.0,3.0,4.0,7.0,7.0,67.0,30.0,22.0,15.0,10.0,8.0,12.0,57.0,913.0,175.0,315.0,4.0
2018-560,Us Open,20180827,Hard,"Gasquet, Richard",FRA,"Djere, Laslo",SRB,6-3 7-6(5) 6-3,5,R64,148.0,8.0,5.0,127.0,85.0,66.0,21.0,16.0,12.0,12.0,4.0,1.0,88.0,56.0,41.0,19.0,15.0,3.0,5.0,25.0,1535.0,89.0,636.0,3.0
2018-M014,Moscow,20181015,Hard,"Bedene, Aljaz",SLO,"Djere, Laslo",SRB,5-7 6-4 7-6(2),3,R32,178.0,7.0,1.0,122.0,75.0,53.0,26.0,17.0,8.0,10.0,8.0,3.0,114.0,67.0,44.0,28.0,17.0,5.0,7.0,72.0,760.0,86.0,646.0,2.0
2018-0891,Pune,20180101,Hard,"Kukushkin, Mikhail",KAZ,"Djere, Laslo",SRB,7-5 7-6(5),3,R16,114.0,0.0,1.0,74.0,54.0,39.0,10.0,12.0,0.0,2.0,6.0,4.0,81.0,40.0,30.0,18.0,12.0,6.0,9.0,74.0,693.0,88.0,612.0,0.0
2018-0496,Marseille,20180219,Hard,"Ivashka, Ilya",BLR,"Djere, Laslo",SRB,6-3 6-1,3,R32,79.0,1.0,0.0,62.0,40.0,29.0,12.0,8.0,4.0,4.0,2.0,4.0,55.0,33.0,19.0,7.0,8.0,9.0,13.0,193.0,275.0,90.0,626.0,1.0
2018-0314,Gstaad,20180723,Clay,"Bautista Agut, Roberto",ESP,"Djere, Laslo",SRB,6-7(5) 6-4 6-4,3,SF,160.0,1.0,1.0,122.0,66.0,47.0,31.0,16.0,15.0,16.0,10.0,3.0,105.0,63.0,46.0,21.0,16.0,9.0,12.0,17.0,1940.0,101.0,568.0,0.0
